title,description,genres,emotions,emojis
Seriously Single,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?","['comedy', 'romance']","[romantic, humorous, relatable, heartbroken, empowered, conflicted, hopeful, satisfied]",💔🤣👯‍♀️💪🤔😍💔🔁🥰
"Live Twice, Love Once",A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,"['comedy', 'drama', 'european']","[nostalgia, hope, love, empathy, humor, sadness, inspiration, reflection]",👴❤️🔍🧠🤣🎭😢💭
Slasher,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.","['crime', 'drama', 'horror', 'thriller']","[fear, suspense, intrigue, shock, anticipation, unease, curiosity, tension]",🔪😱🕵️‍♂️💀🔥🔓🔍💔
Point Blank,A top spy must clear his name when he faces military sanctions.,"['action', 'thriller', 'crime', 'drama']","[suspense, tension, intrigue, determination, adrenaline, uncertainty, loyalty, vindication]",🔎💥🔫🕵️‍♂️🛡️🚁💣🔓🎖️
Elize Matsunaga: Once Upon a Crime,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.","['crime', 'documentation']","[shock, intrigue, curiosity, suspense, disgust, fascination, disbelief, empathy]",💔🔪💼👁️💉🔍🚁🎥
Mobile Suit Gundam II: Soldiers of Sorrow,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.","['animation', 'scifi', 'action', 'drama', 'war']","[fear, loss, determination, growth, anxiety, hope, camaraderie, resilience]",🤯🚀🌍💥🔥⚔️🌊💪
The Boss Baby: Back in Business,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.","['action', 'fantasy', 'animation', 'comedy', 'family']","[joy, laughter, excitement, nostalgia, love, mischief, silliness, determination]",😂🤣😊😍👶💼🏢🎯
Framing John DeLorean,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.","['drama', 'documentation']","[curiosity, fascination, admiration, disappointment, sympathy, intrigue, shock, reflection]",🚗💡📉🎭🔍🤯🤔💔
Danger Mouse,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.","['animation', 'comedy', 'family', 'scifi', 'european']","[adventure, humor, nostalgia, intrigue, suspense, heroism, mischief, satisfaction]",🕵️‍♂️🐭🦹‍♂️🌍🔍🕶️🦸‍♂️🔫
Scaredy Cats,"On Willa Ward’s twelfth birthday, she inherits a beautiful charm necklace that belonged to her mother, who was a witch.  She soon learns 2 bad witches, Wilma and Wanda are after her locket so they can have ultimate power, and she alongside her best friends Scout and Lily turn into cats to escape.","['scifi', 'family', 'fantasy', 'comedy']","[adventure, excitement, suspense, friendship, humor, empowerment, magic, triumph]",🐱🔮🪄🧙‍♀️🔒🌟🚫✨
Nobody's Looking,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.","['comedy', 'drama', 'fantasy']","[humor, curiosity, rebellion, empathy, surprise, satisfaction, reflection, inspiration]",😂🔍🤔🤯👀😌🤔🌟
The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.","['action', 'drama', 'family', 'sport', 'romance']","['nostalgia', 'compassion', 'empowerment', 'inspiration', 'hope', 'determination', 'joy', 'friendship']",🥋👧🏻👴🏻🌸👥💔🌟🎉
Take Me,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,"['comedy', 'crime', 'thriller']","[suspense, intrigue, amusement, curiosity, surprise, unease, satisfaction, anticipation]",🤔😲😄🔍😱😬😌🤞
Special,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,"['comedy', 'drama']","[humor, empathy, determination, self-discovery, acceptance, hope, empowerment, inspiration]",🌈🎭🚶‍♂️📝👨‍👩‍👧‍👦💪🌟🌟
If I Hadn't Met You,"Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.","['thriller', 'drama', 'scifi', 'fantasy', 'romance']","[sadness, grief, hope, curiosity, suspense, love, determination, nostalgia]",😢😭🌟🔍🔮❤️🌌🚪
The Dragon Prince,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']","[adventure, excitement, heroism, wonder, suspense, friendship, determination, hope]",🐉🤴🏼🤴🏻🧝‍♂️🔪🔮🗺️🌍
My Octopus Teacher,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",['documentation'],"[amazement, awe, connection, fascination, joy, empathy, wonder, inspiration]",🐙🌊👨‍🏫❤️🌍🎥🐟🤩
Maniyarayile Ashokan,"When his unlucky horoscope doesn't bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he's always wanted. Will the stars align?","['drama', 'comedy', 'romance']","[hope, anticipation, humor, love, determination, joy, surprise, satisfaction]",🌟🤞😄❤️👍🎉😮😌
Barney & Friends,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.","['comedy', 'family']","[joy, nostalgia, innocence, happiness, silliness, curiosity, friendship, learning]",🦖🎵🎉🌈🙌📚🎈🎶
Sisterakas,A man takes revenge on his sister by hiring her as his personal assistant.,"['comedy', 'drama']","[laughter, surprise, sibling rivalry, redemption, forgiveness, amusement, family dynamics, love]",😂😮👯‍♀️🔃💔😄👨‍👩‍👧❤️
Yakamoz S-245,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy.","['scifi', 'drama', 'action', 'thriller']","[suspense, intrigue, curiosity, fear, excitement, determination, anticipation, surprise]",🌊🔬🚢🔍🌌🔥🔐🕵️‍♀️
The Beast,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.","['crime', 'action', 'drama', 'thriller']","suspense, fear, anger, determination, relief, empathy, tension, anticipation",🕵️‍♂️🔎👹🏃‍♂️💥🔪🔓🚁
Watchman,"An ambitious youngster, who is all set to get engaged to his ladylove in a few hours, gets trapped in a secluded bungalow and faces death threat in different ways.","['drama', 'action', 'thriller']","[suspense, fear, anticipation, tension, desperation, survival, surprise, relief]",🔍😱🕒🔪😰🧟‍♂️💥🥺
Cooked,"Explored through the lenses of the four natural elements – fire, water, air and earth – COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.",['documentation'],"[nostalgia, curiosity, inspiration, satisfaction, connection, appreciation, empowerment, hunger]",🍳🔥🌊🌬️🌍🥘🌿🌱
